🇨🇳港台电影,#genre#
Astro AEC,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=AEC
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro QJ,http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Quanjia


凤凰中文,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixtv_hd
凤凰资讯,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixinfo_hd
凤凰香港,https://smt.1678520.xyz/smt3.2.1.php?id=hkphoenix_twn
无线新闻台,https://smt.1678520.xyz/smt3.2.1.php?id=inews_twn
翡翠台,https://smt.1678520.xyz/smt3.2.1.php?id=jade_twn
无线华丽台,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbjade
明珠台,https://smt.1678520.xyz/smt3.2.1.php?id=pearl_twn
星河,https://smt.1678520.xyz/smt3.2.1.php?id=Xinhe
无线娱乐台,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbentertainment
无线千禧台,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic
RTHK-31,https://smt.1678520.xyz/smt3.2.1.php?id=rhk31_twn
RTHK-32,https://smt.1678520.xyz/smt3.2.1.php?id=rhk32_twn
VIUTV,https://smt.1678520.xyz/smt3.2.1.php?id=viu1_twn
VIU6TV,https://smt.1678520.xyz/smt3.2.1.php?id=viusix_twn
美亚电影,https://smt.1678520.xyz/smt3.2.1.php?id=meiyamovie_twn
天映频道,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映经典,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial2
Astr爱奇艺,https://smt.1678520.xyz/smt3.2.1.php?id=Qiyi
AstrQJ,https://smt.1678520.xyz/smt3.2.1.php?id=Quanjia
Astr-AoD,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
Astr-AeC,https://smt.1678520.xyz/smt3.2.1.php?id=AEC
Astr欢喜,https://smt.1678520.xyz/smt3.2.1.php?id=Huahee


ASTRO-HD,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
ASTRO-AEC,https://smt.1678520.xyz/smt3.2.1.php?id=AEC
ASTRO-AOD,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
ASTRO-欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
ASTRO-QJ,https://smt.1678520.xyz/smt3.2.1.php?id=Quanjia

八度空间,http://php.jdshipin.com/smt.php?id=TV8
ViuTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
RTHK 31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK 32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK 33,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33

TVB星河,http://117.141.162.238:8181/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$广西联通
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空音乐,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
 
凤凰电影,http://39.107.120.164:8080/live/diyp_fhdy.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8$官网
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8$官网
澳门Mac,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
🇨🇳港台频道,#genre#
有线综合频道,http://cdn.163189.xyz/163189/hoy
Now新闻频道,http://cdn.163189.xyz/163189/now
VIUTV'粤频道,http://cdn.163189.xyz/163189/viu
RTHK-31频道,http://cdn.163189.xyz/163189/rthk31
RTHK-32频道,http://cdn.163189.xyz/163189/rthk32
pₒₚc电影频道,http://tl.061833.xyz/tl/popc
pₒₚc电影频流,http://tl.061833.xyz/tl/popc
Plus综合频流,http://tl.061833.xyz/tl/pluse
无线新闻频流,http://tl.061833.xyz/tl/null-11
无线翡翠频流,http://tl.061833.xyz/tl/null
无线明珠频流,http://tl.061833.xyz/tl/null-12
无线娱乐频流,http://tl.061833.xyz/tl/null-14
无线经典频流,http://tl.061833.xyz/tl/null-3
无线综合频流,http://tl.061833.xyz/tl/mytvsuperfree
无线戏曲频流,http://tl.061833.xyz/tl/null-15
无线粤片频流,http://tl.061833.xyz/tl/null-10
无线亚剧频流,http://tl.061833.xyz/tl/null-13 
无线华剧频流,http://tl.061833.xyz/tl/null-4 
无线少儿频流,http://tl.061833.xyz/tl/superkidschannel
无线赛马频流,http://tl.061833.xyz/tl/mytvsuper18 
黄金翡翠频流,http://tl.061833.xyz/tl/null-2 
黄金华剧频流,http://tl.061833.xyz/tl/null-9
天映经典频流,http://tl.061833.xyz/tl/null-1
国家地理频流,http://tl.061833.xyz/tl/lovenaturehd  
美亚电影频流,http://tl.061833.xyz/tl/null-5
中国电影频流,http://tl.061833.xyz/tl/null-6
AXN电影频流,http://tl.061833.xyz/tl/axn
KIX_韩综频流,http://tl.061833.xyz/tl/kix
ANIMAX'频流,http://tl.061833.xyz/tl/animax
Nick儿童频流,http://tl.061833.xyz/tl/nickjr
Nick少儿频流,http://tl.061833.xyz/tl/nickelodeon
亚洲卫视频道,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
香港C+_-频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
环球电视频道,http://utv1.hqtvzb.com:9999/hls/world.m3u8
纬来精彩频道,http://61.221.215.25:8800/hls/48/index.m3u8
番薯综合频道,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
非凡新闻频道,rtmp://f13h.mine.nu/sat/tv581
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
tvbs闽南频道,http://61.221.215.25:8800/hls/9/index.m3u8
纬来育乐频道,rtmp://f13h.mine.nu/sat/tv701
纬来日本频道,rtmp://f13h.mine.nu/sat/tv771
纬来体育频道,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育贰,rtmp://f13h.mine.nu/sat/tv741
momo'tv频道,rtmp://f13h.mine.nu/sat/tv761
無綫新聞台,http://tl.061833.xyz/tl/null-11
中國電影頻道,http://tl.061833.xyz/tl/null-6
亞洲劇台,http://tl.061833.xyz/tl/null-13
千禧經典台,http://tl.061833.xyz/tl/null-3
天映经典,http://tl.061833.xyz/tl/null-1
戲曲台,http://tl.061833.xyz/tl/null-15
明珠台,http://tl.061833.xyz/tl/null-12
星河频道,http://tl.061833.xyz/tl/null-7
功夫台,http://tl.061833.xyz/tl/null-17
粵語片台,http://tl.061833.xyz/tl/null-10
美亞電影台,http://tl.061833.xyz/tl/null-5
翡翠台,http://tl.061833.xyz/tl/null
華語劇台,http://tl.061833.xyz/tl/null-4
黄金翡翠台,http://tl.061833.xyz/tl/null-2
黄金华剧台,http://tl.061833.xyz/tl/null-9
TVBPlus,http://tl.061833.xyz/tl/pluse
娛樂新聞台,http://tl.061833.xyz/tl/null-14
Animax,http://tl.061833.xyz/tl/animax
AXN,http://tl.061833.xyz/tl/axn
KIX,http://tl.061833.xyz/tl/kix
LoveNatureHD,http://tl.061833.xyz/tl/lovenaturehd
myTVSUPER18台,http://tl.061833.xyz/tl/mytvsuper18
myTVSUPERFREE,http://tl.061833.xyz/tl/mytvsuperfree
NickJr,http://tl.061833.xyz/tl/nickjr
Nickelodeon,http://tl.061833.xyz/tl/nickelodeon
ROCKAction,http://tl.061833.xyz/tl/rockaction
ROCK綜藝娛樂,http://tl.061833.xyz/tl/rock
SUPERKidsChannel,http://tl.061833.xyz/tl/superkidschannel
ZooMoo,http://tl.061833.xyz/tl/zoomoo

港湾,#genre#

POPC,http://tl.061833.xyz/tl/popc
POPC,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
美亚电影(香港),http://tl.061833.xyz/tl/null-5
美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
美亚电影,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts  
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映频道,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
天映经典,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial2
爱奇艺,http://php.jdshipin.com:8880/smt.php?id=Qiyi
爱奇艺,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41.ts
AstroAod,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
AstroAod,http://php.jdshipin.com/smt.php?id=Aodhd
AstroAod,http://php.jdshipin.com:8880/smt.php?id=Aodhd

靖天电影,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
澳门莲花,http://cdn6.163189.xyz/163189/amlh
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY剧集台,http://cdn.163189.xyz/163189/hoyjj
八度空间,http://cdn6.163189.xyz/163189/8tv
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
CHU,http://cdn6.163189.xyz/163189/chu
龙华电影台,http://cdn8.163189.xyz/163189/lhdy
龙华经典台,http://cdn8.163189.xyz/163189/lhjd
龙华卡通台,http://cdn8.163189.xyz/163189/lhkt
龙华偶像台,http://cdn8.163189.xyz/163189/lhox
龙华日韩台,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧台,http://cdn8.163189.xyz/163189/lhxj
龙华洋片台,http://cdn8.163189.xyz/163189/lhyp
龙华电影台,http://cdn8.163189.xyz/163189/lhdy
龙华电影台,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
龙华洋片台,http://cdn8.163189.xyz/163189/lhyp
龙华洋片台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn02
龙华电影台,http://cdn8.163189.xyz/163189/lhdy
龙华电影台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn03
龙华日韩台,http://cdn8.163189.xyz/163189/lhrh
龙华日韩台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn11
龙华偶像台,http://cdn8.163189.xyz/163189/lhox
龙华偶像台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn12
龙华戏剧台,http://cdn8.163189.xyz/163189/lhxj
龙华戏剧台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn18
龙华经典台,http://cdn8.163189.xyz/163189/lhjd
龙华经典台,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn21
无线功夫,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
无线功夫,P2p://starvod.xyz:19806/6043814031384523bc272f4f87aeb298.ts
星光怀旧台,http://data.3g.yy.com/live/hls/1354936134/1354936134.m3u8
翡翠剧集台,https://6.cdn.loc.cc/163189.php?id=tvbd
PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8

华文八套,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
华文七套,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
华文三套,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
华文四套,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
华文五套,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
台湾+,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8


🇨🇳佛光普照-频道,#genre#
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视，http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
唯心,https://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8

香港佛陀,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/playlist.m3u8
台湾|卍佛卫慈悲台,https://btsw-ott2b.cdn.hinet.net/live_bts/btsw01/playlist.m3u8

唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8

台湾|唯心WXTV2,http://61.216.67.119:1935/wxtv/wxtv.stream/playlist.m3u8
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/chunklist.m3u8
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/playlist.m3u8

唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8

华藏卫视,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
三時繫念法會,https://sg1.amtb.de/liveedge/_definst_/smil:sanshi_720p.smil/chunklist_w156722507_b828000.m3u8
网络念佛堂,https://sg1.amtb.de/liveedge/_definst_/smil:amtb.smil/chunklist_w1128537717_b428000.m3u8
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/playlist.m3u8
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/chunklist.m3u8
华藏卫视,https://5ddce30eb4b55.streamlock.net/HZTV/HZTV/playlist.m3u8
悟道法师,https://tw2.amtb.de/liveedge/_definst_/smil:wdmaster.smil/playlist.m3u8
生命电视,https://5ddce30eb4b55.streamlock.net/lifetv/lifetv.stream/playlist.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
唯心,https://5ddce30eb4b55.streamlock.net/wxtv/wxtvnow.stream/playlist.m3u8
🇭🇰大阅兵,#genre#
习主席2025年93阅兵完整版,https://vd3.bdstatic.com/mda-ri2b90is4f6p4shy/cae_h264/1756888200825139529/mda-ri2b90is4f6p4shy.mp4

2025年93阅兵全过程(时长01:44:58/蓝光加速线路),https://vip.dytt-cine.com/20250903/54616_ce842c8a/index.m3u8

2025年93大阅兵完整版(时长01:30:09/蓝光3线路),https://vvip.high26-playback.com/20250903/20785_ad349260/index.m3u8

2015年抗战胜利70周年阅兵(时长02:01:34/腾讯加速线路),https://vodcnd11.rsfcxq.com/20250902/tLKkH9fN/index.m3u8

2019年国庆70周年大阅兵(时长02:51:19/腾讯加速线路),https://vodcnd11.rsfcxq.com/20250902/BM9AcAeq/index.m3u8

2009年国庆60周年大阅兵(时长02:41:26/腾讯加速线路),https://vodcnd11.rsfcxq.com/20250902/VPoOzOa4/index.m3u8

1999年国庆50周年大阅兵(时长01:16:22/腾讯加速线路),https://vodcnd11.rsfcxq.com/20250902/nmbxS9bN/index.m3u8

1984年国庆35周年大阅兵(时长01:39:56/腾讯加速线路),https://vodcnd11.rsfcxq.com/20250902/zc4ZGGYY/index.m3u8
🇨🇳极限,#genre#

极限电影台(梯子),http://z88.ubtvfans.com/live/rx3/2909/1f9debc5947d5756fec2908a357427e3/index.m3u8
🇨🇳影视,#genre#
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
林正英,http://www.douzhicloud.site:35455/huya/11342421
洪金宝,http://www.douzhicloud.site:35455/huya/11279251
甄子丹,http://www.douzhicloud.site:35455/huya/11352935
刘德华,http://www.douzhicloud.site:35455/huya/11342424
周润发,http://www.douzhicloud.site:35455/huya/11342387
古天乐,http://www.douzhicloud.site:35455/huya/29982675
王晶,http://www.douzhicloud.site:35455/huya/11602058
成龙,http://www.douzhicloud.site:35455/huya/11342386
冰冰影厅,http://zzy789.xyz/douyu1.php?id=74374
奇光剧场,http://zzy789.xyz/douyu1.php?id=11849873
奇光影院,http://zzy789.xyz/douyu1.php?id=8009547
可乐影院,http://zzy789.xyz/douyu1.php?id=20415
神乐影片,http://zzy789.xyz/douyu1.php?id=122402
金庸影院,http://zzy789.xyz/douyu1.php?id=9285904
台剧影院,http://zzy789.xyz/douyu1.php?id=7655471
奶虫影院,http://zzy789.xyz/douyu1.php?id=263824
刀刀影院,http://zzy789.xyz/douyu1.php?id=747764
橙記港剧,http://zzy789.xyz/douyu1.php?id=4549169
热门港剧,http://zzy789.xyz/douyu1.php?id=5522351
经典剧集,http://zzy789.xyz/douyu1.php?id=6863367
小毅剧场,http://zzy789.xyz/douyu1.php?id=6906628
小毅影视,http://zzy789.xyz/douyu1.php?id=11851549
橙记,http://zzy789.xyz/douyu1.php?id=4549169
星光综合,http://data.3g.yy.com/live/hls/1353422557/1353422557
女神金影院,http://129.150.54.232:10001/douyu/747764
玲儿影院,http://129.150.54.232:10001/douyu/1377142
吃米滴虫,http://129.150.54.232:10001/douyu/315457
特辑影院,http://129.150.54.232:10001/douyu/3637778
林正英影院,http://129.150.54.232:10001/douyu/7356023
影院1,http://129.150.54.232:10001/douyu/2793084
欢乐综艺,http://129.150.54.232:10001/douyu/131977
1李连杰,http://47.96.156.159:517/huya/11342390
2李连杰,http://39.108.209.49:2999/huya/11342390
3李连杰,http://59.153.164.107:6868/huya/11342390
虎牙影院,http://113.45.240.129:35455/huya/11601968
虎牙八点档,http://113.45.240.129:35455/huya/880261
周星驰专场,http://113.45.240.129:35455/huya/11336587
李连杰专场,http://113.45.240.129:35455/huya/11342390
刘德华专场,http://113.45.240.129:35455/huya/11342424
林正英专场,http://113.45.240.129:35455/huya/11342421
甄子丹专场,http://113.45.240.129:35455/huya/11352935
沈腾专场,http://113.45.240.129:35455/huya/11601968
黄渤专场,http://113.45.240.129:35455/huya/11352876
周润发专场,http://113.45.240.129:35455/huya/11342387
成龙专场,http://113.45.240.129:35455/huya/11342386
古天乐专场,http://113.45.240.129:35455/huya/29982675
王晶专场,http://113.45.240.129:35455/huya/11602058
吴京专场,http://113.45.240.129:35455/huya/11602077
洪金宝专场,http://113.45.240.129:35455/huya/11279251
徐克专场,http://113.45.240.129:35455/huya/11352909
徐峥专场,http://113.45.240.129:35455/huya/11602043
邓超专场,http://113.45.240.129:35455/huya/11336592
梁家辉专场,http://113.45.240.129:35455/huya/11342429
张卫健专场,http://113.45.240.129:35455/huya/11342423
强森专场,http://113.45.240.129:35455/huya/21059581
斯坦森专场,http://113.45.240.129:35455/huya/21059588
灾难片系列,http://113.45.240.129:35455/huya/23728647
贺岁片系列,http://113.45.240.129:35455/huya/11601986
重温经典,http://38.75.136.137:82/live1/jsb.m3u8?id=cwjd&ip=whus28&usign=1LR7Q-EFMMTvbEbLXeCmxA
周润发,http://38.75.136.137:82/live1/jsb.m3u8?id=lbzrf&usign=1LR7Q-EFMMTvbEbLXeCmxA
成龙,http://38.75.136.137:82/live1/jsb.m3u8?id=lbcl&ip=whus21&usign=1LR7Q-EFMMTvbEbLXeCmxA
橙記Orange丶,https://live.ottiptv.cc/douyu/4549169
奇光主播,https://live.ottiptv.cc/douyu/8009547
小毅主播e,https://live.ottiptv.cc/douyu/11851549
小毅主播q,https://live.ottiptv.cc/douyu/6906628
怡宝妹妹丶,https://live.ottiptv.cc/douyu/434971
奇光主播q,https://live.ottiptv.cc/douyu/12560807
伊太刀刀,https://live.ottiptv.cc/douyu/747764
铁甲影院,https://live.ottiptv.cc/douyu/1274132
奇光主播e,https://live.ottiptv.cc/douyu/11849873
Poison丶冰冰,https://live.ottiptv.cc/douyu/74374
宋小宝小品,https://live.ottiptv.cc/douyu/9817729

橙記Orange丶,http://tv.ximix.us/douyu/4549169
baby丶贝贝,http://tv.ximix.us/douyu/431460
伊太刀刀,http://tv.ximix.us/douyu/747764
竹叶的熊猫,http://tv.ximix.us/douyu/3870925
奇光主播,http://tv.ximix.us/douyu/8009547
奇光主播e,http://tv.ximix.us/douyu/11849873
奇光主播q,http://tv.ximix.us/douyu/12560807
小毅主播e,http://tv.ximix.us/douyu/11851549
小毅主播q,http://tv.ximix.us/douyu/6906628
Poison丶冰冰,http://tv.ximix.us/douyu/74374
Only丶邵氏,http://tv.ximix.us/douyu/4246519
永远快乐的小美女,http://tv.ximix.us/douyu/6091425
网神影厅,http://tv.ximix.us/douyu/508118
赵本山经典小品,http://tv.ximix.us/douyu/9817716
傲天皇妃sama,http://tv.ximix.us/douyu/2073
开心麻花经典小品,http://tv.ximix.us/douyu/10153463
秋月剪水,http://tv.ximix.us/douyu/9588891
宋小宝小品,http://tv.ximix.us/douyu/9817729
贾玲经典小品,http://tv.ximix.us/douyu/10419541
🇭🇰极速港台,#genre#

Plus综合Mttv,http://rihou.cc:555/tv/[Mt]Plus综合
Now财经Mttv,http://rihou.cc:555/tv/[Mt]Now财经
Now直播Mttv,http://rihou.cc:555/tv/[Mt]Now直播
Now体育Mttv,http://rihou.cc:555/tv/[Mt]Now体育
VIUTV'壹Mttv,http://rihou.cc:555/tv/[Mt]VIUTV壹
VIUTV'贰Mttv,http://rihou.cc:555/tv/[Mt]VIUTV贰
VIUTV'粤Mttv,http://rihou.cc:555/tv/[Mt]VIUTV粤
VIUTV'英Mttv,http://rihou.cc:555/tv/[Mt]VIUTV英
有线新闻,http://rihou.cc:555/tv/[Mt]有线新闻
无线新闻,http://rihou.cc:555/tv/[Mt]无线新闻
Now新闻,http://rihou.cc:555/tv/[Mt]Now新闻
无线翡翠,http://rihou.cc:555/tv/[Mt]无线翡翠
无线明珠,http://rihou.cc:555/tv/[Mt]无线明珠
天映频道,http://cdn10.163189.xyz/163189/typd
天映经典(国语),http://cdn10.163189.xyz/163189/ccm
香港国际卫视,http://106.53.99.30/tv/hk.php?id=HKI
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
